mr_id,updated,prod_volume,prod_cost,supl_quality,delivery_delay,quality_sc,mainten_hours,downtime_perc,inv_turnover,stockout_rate,worker_prod,safety_incid,energy_cons,energy_eff,add_proc_time,add_mater_cost
402,2025-10-15 00:14:00,3484,5283.43,58.27,1,78.4,15,8.39,9.42,3.47,40.25,0,23.86,87.21,110.18,254.73
403,2025-10-23 00:14:00,2286,9638.66,88.47,4,83.99,0,8.79,8.86,2.35,56.46,0,40.89,76.34,89.56,340.3
404,2025-10-23 00:14:00,2450,5786.64,74.65,8,81.0,8,5.31,8.76,1.34,50.19,0,73.52,74.05,97.75,383.35
405,2025-10-17 00:14:00,3174,5384.1,79.09,5,84.68,10,7.05,6.89,3.5,26.8,0,71.72,71.67,88.94,254.86
406,2025-11-01 00:14:00,1377,4381.77,83.32,5,91.19,12,5.35,7.74,0.94,57.83,0,64.08,71.9,124.21,305.83
407,2025-10-07 00:14:00,2882,5267.08,81.9,2,82.71,7,2.33,11.34,2.68,49.76,0,47.36,59.52,133.59,261.6
408,2025-10-21 00:14:00,2666,4695.06,87.09,3,84.79,10,4.18,6.11,3.94,62.02,0,51.24,77.64,108.49,274.94
409,2025-10-24 00:14:00,2992,6416.22,75.65,4,85.29,0,5.26,11.23,3.19,39.05,0,48.04,74.6,89.82,232.89
410,2025-10-30 00:14:00,2789,6913.4,85.13,4,89.24,6,4.09,7.36,4.95,18.23,0,66.92,82.45,98.76,259.75
411,2025-11-02 00:14:00,4955,3428.02,77.4,7,73.77,12,4.56,10.65,4.03,52.79,0,36.86,75.94,100.59,276.87
412,2025-10-07 00:14:00,1862,2337.53,87.39,6,81.97,5,4.82,5.19,2.35,52.92,0,37.91,73.37,75.93,221.08
413,2025-09-30 00:14:00,1969,1327.59,86.15,2,86.06,10,4.84,9.17,3.03,33.09,0,65.15,66.29,117.37,246.13
414,2025-11-11 00:14:00,1876,6015.98,70.65,5,91.0,12,5.1,6.53,2.95,40.22,1,49.33,75.72,113.8,247.08
415,2025-10-27 00:14:00,1944,2793.27,90.86,5,82.54,8,2.88,5.17,1.42,77.55,0,70.68,82.38,146.21,291.32
416,2025-10-12 00:14:00,1862,694.22,74.64,7,75.62,10,3.57,8.44,2.06,46.94,0,39.93,63.57,137.66,196.7
417,2025-11-15 00:14:00,3689,5777.16,88.08,8,88.1,5,2.43,10.02,2.44,57.31,0,49.18,75.87,79.43,247.42
418,2025-10-24 00:14:00,3920,9986.0,83.67,2,81.82,8,6.96,6.31,0.96,43.49,1,36.16,77.33,124.61,345.6
419,2025-11-09 00:14:00,1929,4987.86,98.38,3,79.05,13,0.79,5.0,3.05,29.1,0,50.11,67.82,71.47,308.2
420,2025-10-24 00:14:00,1667,6676.98,77.77,2,81.88,10,7.31,7.82,2.75,48.3,0,27.82,69.12,120.88,317.46
421,2025-11-22 00:14:00,2971,5163.66,76.51,4,84.08,7,7.77,7.83,1.33,47.34,0,42.69,77.31,84.5,251.22
422,2025-11-18 00:14:00,1947,4802.22,79.81,5,81.98,11,4.4,9.1,3.4,46.0,0,28.46,63.67,69.3,266.05
423,2025-10-20 00:14:00,3132,6838.15,76.97,6,73.97,13,0.0,9.9,3.72,48.85,0,60.41,78.5,108.4,300.11
424,2025-11-06 00:14:00,2702,4419.45,88.0,4,89.49,0,4.28,7.88,3.23,52.64,1,60.75,66.05,19.76,328.01
425,2025-11-01 00:14:00,984,5534.78,63.84,4,91.37,15,4.87,11.71,2.68,48.5,0,24.05,85.63,47.47,152.42
426,2025-11-12 00:14:00,4047,5643.4,69.46,5,88.26,8,2.98,8.45,3.59,37.36,0,70.01,98.38,94.68,184.23
427,2025-10-09 00:14:00,4295,3663.82,69.32,3,79.31,12,3.97,7.31,3.68,54.86,0,87.46,66.39,102.47,315.47
428,2025-11-02 00:14:00,1887,6984.08,89.5,9,83.99,15,8.06,4.78,3.31,30.51,0,50.69,80.34,88.92,236.16
429,2025-11-07 00:14:00,2112,4650.08,97.11,1,84.97,3,6.33,7.47,2.18,29.5,1,40.38,67.73,52.62,216.41
430,2025-09-27 00:14:00,2785,3488.51,78.96,5,87.99,6,3.15,7.33,3.28,57.39,0,92.36,85.41,75.46,187.29
431,2025-10-06 00:14:00,2834,6073.02,78.31,9,88.34,8,1.8,9.92,4.2,55.07,1,30.22,62.35,111.74,222.25
432,2025-09-23 00:14:00,3158,3203.06,80.7,5,81.33,6,4.35,8.92,2.4,49.43,0,50.3,79.81,117.45,179.88
433,2025-10-19 00:14:00,4510,5056.36,91.62,4,85.41,18,4.57,5.64,5.1,36.05,0,52.69,66.27,99.51,354.55
434,2025-11-02 00:14:00,2323,4981.76,70.73,4,87.29,5,5.99,8.34,2.47,42.92,0,70.18,72.93,134.71,248.88
435,2025-11-14 00:14:00,1701,7171.79,82.38,4,92.28,7,3.93,9.34,3.03,47.37,0,55.4,64.69,111.92,247.1
436,2025-10-24 00:14:00,1120,5949.4,89.75,7,88.52,11,6.02,11.06,2.33,34.04,0,42.52,83.22,77.58,279.4
437,2025-11-16 00:14:00,1769,4949.95,85.01,0,88.95,3,8.87,9.78,3.22,42.61,0,35.73,66.63,91.58,298.12
