mr_id,updated,prod_volume,prod_cost,supl_quality,delivery_delay,quality_sc,mainten_hours,downtime_perc,inv_turnover,stockout_rate,worker_prod,safety_incid,energy_cons,energy_eff,add_proc_time,add_mater_cost
402,2025-10-23 01:13:32,1900,4213.32,85.37,4,85.88,7,6.14,7.74,4.07,39.82,0,12.17,66.86,101.65,278.7
403,2025-10-23 01:13:32,2505,5057.49,91.86,7,82.27,7,5.39,11.34,2.12,39.73,0,47.72,71.34,112.67,244.51
404,2025-10-23 01:13:32,2546,7556.9,87.19,5,83.64,11,4.8,6.11,3.35,46.27,0,65.9,80.04,86.01,240.8
405,2025-10-23 01:13:32,2049,5382.2,89.96,4,93.37,2,5.87,11.23,2.87,56.45,0,36.59,80.21,88.98,211.39
406,2025-10-23 01:13:32,3122,5092.87,72.43,5,91.7,13,0.0,7.36,3.85,59.28,0,44.18,88.37,108.63,333.28
407,2025-10-23 01:13:32,1432,2280.29,65.78,1,78.5,7,6.36,10.65,2.88,45.03,0,47.36,74.18,65.08,231.22
408,2025-10-23 01:13:32,2357,6492.51,95.01,2,89.15,4,5.25,5.19,2.62,38.47,1,6.51,78.06,89.26,284.97
409,2025-10-23 01:13:32,2620,6290.97,76.77,2,89.06,7,4.56,9.17,3.54,52.68,0,75.07,70.62,74.21,156.25
410,2025-10-23 01:13:32,3014,9326.51,77.49,5,79.26,16,9.09,6.53,3.88,41.76,1,36.48,76.82,73.28,309.0
411,2025-10-23 01:13:32,3211,4384.44,93.28,8,89.09,7,3.65,5.17,2.33,44.82,0,57.59,79.39,36.7,302.61
412,2025-10-23 01:13:32,1375,5438.3,85.56,9,92.69,11,4.19,8.44,2.94,63.25,0,48.7,74.02,140.18,254.87
413,2025-10-23 01:13:32,965,5498.77,84.56,6,79.39,6,8.98,10.02,1.94,58.27,0,68.86,56.96,79.4,238.65
414,2025-10-23 01:13:32,3777,8154.91,100.0,6,80.41,13,3.34,6.31,0.5,51.58,0,56.09,78.31,134.9,270.0
415,2025-10-23 01:13:32,2832,4809.41,73.56,1,90.09,13,3.9,5.0,3.2,37.28,0,46.48,78.65,132.06,364.44
416,2025-10-23 01:13:32,1751,5558.04,89.28,3,86.36,19,4.71,7.82,3.61,52.11,0,36.6,68.2,61.42,161.84
417,2025-10-23 01:13:32,4051,6215.79,80.57,3,87.76,9,6.68,7.83,3.26,60.63,0,61.97,62.16,67.35,289.1
418,2025-10-23 01:13:32,2615,5373.22,82.69,3,86.7,13,5.42,9.1,1.05,46.24,0,21.9,89.76,176.82,204.42
419,2025-10-23 01:13:32,3679,4107.13,95.28,4,86.95,10,2.41,9.9,2.65,63.51,0,59.69,79.91,152.53,249.0
420,2025-10-23 01:13:32,2567,5388.18,85.08,4,78.37,16,3.94,7.88,0.78,62.93,0,33.51,72.71,99.05,237.61
421,2025-10-23 01:13:32,4560,7147.26,85.38,1,90.24,6,3.79,11.71,4.37,66.64,0,68.78,63.63,107.72,228.58
422,2025-10-23 01:13:32,4255,2946.97,90.73,6,90.85,13,4.85,8.45,1.91,53.05,0,52.42,66.78,81.07,249.48
423,2025-10-23 01:13:32,2251,5265.94,76.35,2,83.85,9,5.85,7.31,4.26,55.87,0,59.66,88.03,112.97,193.29
424,2025-10-23 01:13:32,3471,3599.76,71.61,5,84.78,9,5.84,4.78,3.95,64.14,0,51.23,76.38,78.48,301.46
425,2025-10-23 01:13:32,3145,7390.09,69.55,9,77.34,10,1.45,7.47,2.1,54.47,0,23.71,69.49,39.03,160.29
426,2025-10-23 01:13:32,3868,1953.63,60.34,3,87.57,11,7.13,7.33,1.87,44.99,0,37.09,80.1,60.35,276.99
427,2025-10-23 01:13:32,1535,3882.16,100.0,0,87.86,9,5.51,9.92,3.35,45.51,0,60.09,66.86,100.63,233.67
428,2025-10-23 01:13:32,3186,5754.42,68.97,4,84.69,11,7.77,8.92,2.16,52.39,0,52.5,90.01,66.07,191.45
429,2025-10-23 01:13:32,3558,8131.05,77.79,7,90.62,17,5.89,5.64,3.1,37.09,0,67.71,88.53,97.98,260.12
430,2025-10-23 01:13:32,741,4868.5,77.23,8,83.33,14,7.2,8.34,2.52,48.57,0,56.05,70.33,67.76,172.15
431,2025-10-23 01:13:32,1316,3889.6,83.07,2,87.82,14,5.93,9.34,1.22,60.97,0,35.5,68.71,76.53,251.99
432,2025-10-23 01:13:32,460,8762.31,88.16,5,79.9,7,7.69,11.06,0.77,28.09,0,38.06,50.0,125.59,178.86
433,2025-10-23 01:13:32,2230,2103.97,88.6,4,84.88,5,6.04,9.78,3.23,65.34,0,51.54,60.18,107.42,273.06
434,2025-10-23 01:13:32,3217,602.39,74.17,4,84.13,14,4.8,9.52,2.44,61.22,0,15.29,61.61,99.71,203.78
435,2025-10-23 01:13:32,4002,5880.03,78.33,10,86.13,14,9.54,8.12,2.45,45.4,0,75.1,76.35,126.37,227.45
436,2025-10-23 01:13:32,2574,3995.89,82.83,1,83.15,17,6.78,8.78,3.7,55.43,0,56.63,71.74,114.42,264.7
437,2025-10-23 01:13:32,4128,2957.53,77.51,5,84.34,6,6.15,10.5,4.17,50.03,0,68.41,61.55,143.4,211.37
438,2025-10-23 01:13:32,1119,6416.71,96.07,5,89.13,8,2.45,5.33,2.73,62.3,1,26.29,72.19,86.2,247.1
439,2025-10-23 01:13:32,796,5487.6,84.91,7,82.82,1,2.42,7.3,2.66,59.83,0,68.67,80.05,87.11,174.31
440,2025-10-23 01:13:32,2444,3871.84,87.35,5,76.97,8,5.59,6.45,3.5,36.0,0,83.47,80.28,60.97,281.54
441,2025-10-23 01:13:32,2884,2439.39,86.63,5,93.75,14,5.29,8.76,1.64,55.87,0,30.19,56.0,87.13,338.25
442,2025-10-23 01:13:32,2467,6744.91,91.73,4,91.91,7,3.77,10.46,3.22,47.94,0,61.57,73.72,128.94,389.61
443,2025-10-23 01:13:32,432,6300.4,81.81,5,78.54,13,5.28,6.81,3.55,50.83,0,50.02,61.17,139.0,254.56
444,2025-10-23 01:13:32,2410,4801.65,67.03,4,88.45,9,8.18,3.22,3.68,42.72,0,26.83,84.02,128.81,289.41
445,2025-10-23 01:13:32,1195,8693.27,84.0,6,82.49,11,6.39,7.18,1.06,67.48,0,57.39,82.84,46.17,160.97
446,2025-10-23 01:13:32,3169,2859.83,73.49,4,86.32,4,2.72,9.83,2.24,60.4,0,62.5,66.02,132.49,325.14
447,2025-10-23 01:13:32,2866,1948.95,74.71,5,86.47,10,4.78,9.08,2.12,42.6,0,40.98,67.34,44.84,288.81
448,2025-10-23 01:13:32,1560,3616.18,85.86,4,83.83,0,3.39,8.86,3.1,36.65,1,67.49,70.39,126.94,225.8
449,2025-10-23 01:13:32,1986,4908.83,92.38,7,81.08,9,4.22,7.44,3.48,46.14,0,25.0,52.47,88.97,311.86
450,2025-10-23 01:13:32,1440,5486.68,80.21,4,81.55,1,4.17,5.44,4.5,54.35,0,27.58,78.36,121.08,237.28
451,2025-10-23 01:13:32,2437,4517.53,83.09,1,80.42,16,4.04,9.03,2.51,52.4,0,52.05,72.27,60.03,227.1
452,2025-10-23 01:13:32,3455,5704.11,97.02,7,80.84,13,2.49,6.33,2.5,62.53,0,50.38,84.7,135.14,273.77
453,2025-10-23 01:13:32,1514,2496.92,82.41,3,84.66,12,4.74,12.37,4.15,57.9,1,39.25,64.02,56.05,196.83
454,2025-10-23 01:13:32,3004,7887.53,100.0,3,81.42,17,3.88,9.14,3.3,59.7,0,62.14,68.81,79.95,301.08
455,2025-10-23 01:13:32,1969,4835.7,85.66,3,88.41,5,0.0,6.84,4.27,53.27,0,57.96,59.93,70.06,197.2
456,2025-10-23 01:13:32,1707,7234.59,62.39,7,92.44,18,9.11,6.78,3.29,36.11,1,62.87,64.96,47.37,197.5
457,2025-10-23 01:13:32,2392,5685.45,87.53,0,82.1,14,7.18,7.81,1.84,48.04,0,48.15,63.18,102.84,204.52
458,2025-10-23 01:13:32,1464,5913.51,83.81,11,86.2,8,4.25,7.52,1.67,60.6,0,59.04,84.96,154.18,287.98
459,2025-10-23 01:13:32,1946,6139.53,92.9,7,87.5,15,5.04,10.23,1.45,49.48,0,43.32,68.02,180.01,219.16
460,2025-10-23 01:13:32,1302,5895.42,86.73,5,87.36,4,2.66,8.37,3.66,55.03,0,80.81,76.24,102.91,182.6
461,2025-10-23 01:13:32,4464,6285.45,78.62,4,85.38,5,8.39,6.54,4.19,46.81,0,37.81,71.19,133.5,219.72
462,2025-10-23 01:13:32,2535,7658.31,67.76,5,88.71,6,8.79,11.78,4.85,39.7,0,81.58,62.31,106.96,248.4
463,2025-10-23 01:13:32,1800,5393.04,77.91,6,87.41,7,5.31,8.1,3.84,48.77,1,50.52,73.32,114.97,190.95
464,2025-10-23 01:13:32,2713,6418.01,71.49,6,78.81,4,7.05,9.54,4.16,53.09,0,29.37,80.99,89.74,192.42
465,2025-10-23 01:13:32,2387,4820.53,74.19,6,89.35,16,5.35,6.78,2.42,43.44,0,70.52,62.92,105.85,355.56
466,2025-10-23 01:13:32,2279,7880.23,85.89,5,89.44,8,2.33,8.73,1.84,47.64,0,51.89,83.09,116.12,206.97
467,2025-10-23 01:13:32,3114,3647.22,96.7,4,81.18,11,4.18,8.62,3.85,40.61,0,62.77,66.5,82.65,233.85
468,2025-10-23 01:13:32,3257,8601.88,83.95,4,85.19,7,5.26,4.22,3.42,61.19,0,68.36,70.17,97.68,231.64
469,2025-10-23 01:13:32,1969,4919.68,68.04,4,88.42,0,4.09,12.03,3.11,47.06,0,55.07,80.31,98.25,228.93
470,2025-10-23 01:13:32,1924,2138.45,84.45,7,83.95,11,4.56,10.58,3.39,64.53,0,41.12,68.37,124.79,281.07
471,2025-10-23 01:13:32,2224,5256.21,91.97,6,90.36,0,4.82,7.21,3.32,65.29,1,64.64,75.38,68.02,297.41
472,2025-10-23 01:13:32,198,3637.9,73.9,0,96.82,9,4.84,5.8,4.28,49.19,0,50.01,71.85,98.45,234.7
473,2025-10-23 01:13:32,984,6681.29,78.66,6,81.07,3,5.1,8.7,4.29,39.92,0,60.29,76.29,157.36,188.18
474,2025-10-23 01:13:32,3866,3694.75,80.15,5,78.09,19,2.88,8.17,3.54,29.14,0,17.69,51.19,134.92,313.72
475,2025-10-23 01:13:32,4144,4107.63,72.15,4,86.52,14,3.57,8.71,3.85,35.28,0,56.7,56.7,140.48,245.23
476,2025-10-23 01:13:32,2250,1220.92,86.48,4,88.61,10,2.43,8.38,3.51,36.26,1,40.42,81.16,100.73,336.52
477,2025-10-23 01:13:32,3076,4095.39,78.79,7,83.85,16,6.96,9.01,2.54,63.78,0,74.8,85.37,109.63,137.72
478,2025-10-23 01:13:32,2811,152.24,84.2,6,92.27,5,0.79,10.89,3.76,51.16,0,59.35,65.9,130.07,259.77
479,2025-10-23 01:13:32,5000,1832.19,71.13,3,78.31,12,7.31,9.14,1.61,53.9,0,53.6,72.56,146.81,345.93
480,2025-10-23 01:13:32,3619,6520.83,75.63,5,88.46,10,7.77,5.9,4.05,27.8,1,57.29,77.95,41.45,232.34
481,2025-10-23 01:13:32,2372,6571.6,87.22,3,81.97,11,4.4,10.73,1.81,38.02,1,35.02,81.93,60.54,238.73
482,2025-10-23 01:13:32,1544,5850.92,76.27,2,93.6,16,0.0,11.28,3.29,58.87,0,74.35,54.72,139.28,264.78
483,2025-10-23 01:13:32,893,3066.05,97.27,3,94.96,13,4.28,14.3,2.15,52.87,0,79.87,66.14,91.69,222.06
484,2025-10-23 01:13:32,2703,4904.58,76.0,6,81.17,11,4.87,5.75,3.55,48.53,0,55.89,71.67,79.85,234.4
485,2025-10-23 01:13:32,1743,4992.79,82.25,6,82.25,1,2.98,8.49,2.97,55.65,0,73.86,82.03,62.38,233.11
486,2025-10-23 01:13:32,1077,2683.27,89.33,6,89.3,5,3.97,3.84,1.41,66.36,0,41.46,99.98,83.35,218.63
487,2025-10-23 01:13:32,1853,8006.8,65.82,6,83.06,9,8.06,9.11,3.42,47.79,0,38.04,72.72,57.93,311.44
488,2025-10-23 01:13:32,1418,6754.72,62.39,6,84.77,10,6.33,6.9,2.42,50.69,0,50.61,60.93,162.73,273.05
489,2025-10-23 01:13:32,4187,4558.07,64.74,3,85.13,4,3.15,11.85,3.88,51.93,0,56.52,79.02,99.33,262.53
490,2025-10-23 01:13:32,3381,5053.77,92.63,5,75.4,22,1.8,6.45,3.0,73.92,0,44.09,88.21,98.26,290.43
491,2025-10-23 01:13:32,2492,5416.77,74.48,6,84.93,17,4.35,4.62,3.4,29.01,0,58.07,76.08,117.64,236.78
492,2025-10-23 01:13:32,3979,916.53,100.0,6,81.55,13,4.57,7.06,2.04,56.83,1,54.6,65.93,128.87,211.29
493,2025-10-23 01:13:32,2577,4505.65,74.36,7,82.53,10,5.99,4.05,2.41,48.85,0,35.03,84.58,128.38,219.87
494,2025-10-23 01:13:32,1638,3636.03,81.85,6,92.22,8,3.93,9.5,2.54,55.67,1,57.78,81.64,132.21,250.09
495,2025-10-23 01:13:32,4023,2996.76,95.42,5,78.72,5,6.02,3.87,3.86,43.43,0,62.95,64.74,81.07,197.04
496,2025-10-23 01:13:32,3038,4437.8,100.0,7,89.07,10,8.87,8.06,4.68,49.51,0,52.57,78.81,91.06,224.99
497,2025-10-23 01:13:32,1462,8595.37,100.0,4,83.61,11,6.63,3.84,2.19,57.11,0,67.29,84.97,123.07,224.19
498,2025-10-23 01:13:32,2309,6281.69,92.08,3,83.6,3,4.9,7.36,4.08,81.13,0,31.74,86.82,84.18,356.23
499,2025-10-23 01:13:32,1624,3857.64,90.24,4,88.95,11,4.63,11.29,0.83,58.08,0,57.02,74.34,99.85,111.31
500,2025-10-23 01:13:32,1117,6145.17,85.93,3,86.7,9,4.29,8.72,1.81,41.52,1,32.45,71.42,111.96,241.02
